Timestamp,Email,Satisfaction
2024-10-01 11:49:02,hjacobi@acme.com,5
2024-10-01 11:55:37,sam_athwal@acme.com,4
2024-10-01 14:17:54,kramer_keatts@acme.com,4
2024-10-02 09:03:44,ketsia_liebig@acme.com,5
2024-10-02 11:30:41,adelarge@acme.com,4
2024-10-02 13:00:10,evelyng@acme.com,4
2024-10-03 12:18:34,kamrins@acme.com,5
2024-10-03 14:23:24,aforrest@acme.com,4
2024-10-03 17:08:11,anitas@acme.com,3
2024-10-04 09:54:54,noris@acme.com,5
2024-10-04 10:49:19,jonque@acme.com,4
2024-10-04 12:36:19,ccierpiszewski@acme.com,5
2024-10-04 17:57:58,kspirea@acme.com,4
2024-10-06 12:10:35,tyrone_steans@acme.com,4
2024-10-06 15:03:43,joe_smith@acme.com,4
2024-10-30 18:13:32,mia_brown@acme.com,4
2024-11-07 07:14:03,georgej@acme.com,4
2024-11-07 14:33:00,adells@acme.com,4
2024-11-08 09:49:37,ddavis@acme.com,2
2024-11-09 13:23:46,susan_ferguson@acme.com,1
2024-11-09 13:56:56,mjackson@acme.com,4
2024-11-10 10:55:57,knowlan@acme.com,5
2024-11-10 17:00:27,bradp@acme.com,1
2024-11-10 18:51:08,ann_daniele@acme.com,5
2024-11-11 11:16:00,hector_barbossa@acme.com,4
2024-11-11 12:29:54,earnest_hankard@acme.com,4
2024-11-12 10:28:50,jyoti_lajiri@acme.com,5
2024-11-12 11:37:12,melisag@acme.com,4
2024-11-12 11:50:48,colbya@acme.com,5
2024-11-12 12:16:06,ssmith@acme.com,2
2024-11-13 10:21:41,ncross@acme.com,2
2024-11-13 12:37:08,sheniceg@acme.com,5
2024-11-14 07:57:19,judith_carabbio@acme.com,4
2024-11-14 17:55:13,erasumus_monkfish@acme.com,1
2024-11-15 09:14:20,debbiem@acme.com,3
2024-11-15 18:09:59,jean_engdahl@acme.com,5
2024-11-17 07:37:40,tpetrowsky@acme.com,4
2024-11-17 11:34:34,josephineb@acme.com,5
2024-11-18 08:47:50,sandram@acme.com,5
2024-11-29 09:55:44,joanneh@acme.com,3
2024-12-04 09:38:06,hrivera@acme.com,5
2024-12-06 15:43:06,randall_pearson@acme.com,4
2025-01-05 16:26:37,nsadki@acme.com,5
2025-01-05 19:06:52,tsullivan@acme.com,4
2025-01-06 16:25:46,snehaj@acme.com,4
2025-01-07 08:22:25,lcornett@acme.com,5
2025-01-07 12:30:38,mariag@acme.com,3
2025-01-07 16:38:39,vito_corleone@acme.com,5
2025-01-08 10:46:50,kissys@acme.com,3
2025-01-08 19:02:28,louisp@acme.com,5
2025-01-09 13:53:06,alejandro_bacong@acme.com,4
2025-01-09 18:45:25,arose@acme.com,3
2025-01-10 07:57:44,barbarams@acme.com,5
2025-01-10 09:26:41,edriver@acme.com,5
2025-01-10 14:50:30,lily_dinocco@acme.com,4
2025-01-10 16:25:08,tozark@acme.com,5
2025-01-10 17:36:16,lindad@acme.com,4
2025-01-11 07:39:43,pmoran@acme.com,5
2025-01-11 08:03:06,afoster-baker@acme.com,2
2025-01-11 08:13:38,lmahoney@acme.com,2
2025-01-11 10:59:27,lfidelia@acme.com,4
2025-01-11 15:04:37,edougall@acme.com,5
2025-01-11 17:48:34,sandy_mckenna@acme.com,2
2025-01-12 08:02:04,noellej@acme.com,2
2025-01-12 09:03:19,xpotts@acme.com,5
2025-01-12 12:06:36,broehrich@acme.com,2
2025-01-12 18:32:54,ksimard@acme.com,2
2025-01-13 09:03:37,talagbe@acme.com,4
2025-01-13 11:53:33,jack_torrence@acme.com,4
2025-01-13 19:11:31,wlarotonda@acme.com,5
2025-01-14 07:13:42,msmith@acme.com,5
2025-01-14 08:08:41,john_kretschmer@acme.com,3
2025-01-14 18:55:34,landerson@acme.com,5
2025-01-15 14:50:49,kdel_bosque@acme.com,4
2025-01-22 11:34:33,llindsay@acme.com,3
2025-01-27 18:52:34,sroup@acme.com,4
2025-02-17 08:39:00,clintono@acme.com,4
2025-02-18 08:36:04,nfancett@acme.com,4
2025-02-18 13:56:15,allison_lydon@acme.com,4
2025-02-19 16:35:57,peterm@acme.com,1
2025-02-20 09:26:12,lorir@acme.com,5
2025-02-20 10:08:26,bknapp@acme.com,1
2025-02-21 13:39:57,tanya_morway@acme.com,1
2025-02-21 14:06:35,jhudson@acme.com,5
2025-02-21 14:59:10,francesco_barone@acme.com,3
2025-02-21 15:49:21,meit@acme.com,5
2025-02-21 16:27:43,myriamg@acme.com,4
2025-02-21 17:59:30,bonalynb@acme.com,3
2025-02-22 10:27:10,ricks@acme.com,3
2025-02-22 12:51:00,april_evensen@acme.com,3
2025-02-23 15:07:22,lord_voldemort@acme.com,2
2025-02-24 12:14:42,taylors@acme.com,1
2025-02-25 12:26:05,jeanettet@acme.com,5
2025-02-25 14:08:04,edward_true@acme.com,3
2025-02-26 17:03:31,jenna_dietrich@acme.com,1
2025-02-27 17:13:38,nbates@acme.com,4
2025-03-06 12:41:55,noahv@acme.com,1
2025-03-09 11:33:22,jburke@acme.com,4
2025-03-12 17:10:59,fkreuger@acme.com,4
2025-03-30 17:32:09,raul_garcia@acme.com,5
2025-04-01 13:44:31,fcostello@acme.com,3
2025-04-01 19:09:03,jayne_horton@acme.com,5
2025-04-02 08:10:44,michael_carey@acme.com,1
2025-04-02 15:54:04,swarfield@acme.com,4
2025-04-03 07:26:21,jennifer_medeiros@acme.com,5
2025-04-03 07:33:21,karthikeyana@acme.com,3
2025-04-03 11:56:56,jzhou@acme.com,1
2025-04-03 12:39:27,amon_goeth@acme.com,5
2025-04-03 13:07:50,miguele@acme.com,3
2025-04-03 14:44:32,bobaf@acme.com,4
2025-04-04 09:11:07,bcarthy@acme.com,5
2025-04-04 11:51:15,brossetti@acme.com,4
2025-04-04 12:03:56,sharin@acme.com,3
2025-04-04 14:01:33,seanb@acme.com,2
2025-04-04 14:32:02,denisa_dobrin@acme.com,5
2025-04-05 11:31:52,lynn_o'hare@acme.com,1
2025-04-05 13:16:40,jumilt@acme.com,3
2025-04-05 17:19:38,dawn_motlagh@acme.com,4
2025-04-06 10:11:04,diannab@acme.com,2
2025-04-06 17:48:12,rex_england@acme.com,2
2025-04-06 18:53:43,mildredg@acme.com,5
2025-04-07 07:36:13,mariannee@acme.com,3
2025-04-09 13:14:41,benjaminb@acme.com,5
2025-04-09 15:16:53,courtneyb@acme.com,5
2025-04-09 17:33:09,shana_petingill@acme.com,5
2025-04-16 11:37:05,jzamora@acme.com,4
2025-04-17 08:10:06,jasonf@acme.com,5
2025-05-01 08:47:12,gleruth@acme.com,3
2025-05-02 14:01:39,amyd@acme.com,3
2025-05-03 18:17:45,nans@acme.com,4
2025-05-05 11:52:50,lynn_daneault@acme.com,5
2025-05-06 15:36:44,lisag@acme.com,2
2025-05-07 16:26:33,debra_houlihan@acme.com,3
2025-05-12 13:51:06,normans@acme.com,2
2025-05-13 07:39:07,geoffd@acme.com,4
2025-05-13 16:01:09,kren@acme.com,3
2025-05-14 09:55:03,anton_chigurh@acme.com,5
2025-05-14 09:55:18,linc@acme.com,4
2025-05-14 11:12:12,luisam@acme.com,3
2025-05-14 13:31:46,susang@acme.com,3
2025-05-14 14:05:01,hlecter@acme.com,1
2025-05-14 19:03:07,kara_harrison@acme.com,3
2025-05-15 17:23:08,malikim@acme.com,5
2025-05-17 09:30:33,mpower@acme.com,5
2025-05-18 07:53:37,nfernandes@acme.com,5
2025-05-18 14:19:11,johns@acme.com,5
2025-05-18 15:19:49,lenora_tejeda@acme.com,4
2025-05-18 15:47:22,barbarag@acme.com,4
2025-05-19 11:37:27,richardn@acme.com,4
2025-05-19 19:10:30,barbara_sutwell@acme.com,5
2025-06-02 09:14:11,shana_maurice@acme.com,4
2025-06-07 17:16:23,egray@acme.com,3
2025-06-08 14:13:12,rosalieh@acme.com,4
2025-06-15 15:56:52,julias@acme.com,5
2025-07-02 15:42:38,jdarson@acme.com,4
2025-07-04 16:20:40,davidg@acme.com,1
2025-07-05 10:36:05,marilyn_linares@acme.com,1
2025-07-06 17:09:44,wadinolfi@acme.com,4
2025-07-06 18:06:10,lindab@acme.com,3
2025-07-06 18:58:04,jking@acme.com,4
2025-07-07 08:23:05,yjohnston@acme.com,1
2025-07-07 09:04:06,tjeannite@acme.com,1
2025-07-07 10:01:22,jackiev@acme.com,3
2025-07-07 19:02:12,avon_massenbach@acme.com,1
2025-07-08 09:10:22,angela_erilus@acme.com,4
2025-07-09 11:02:41,jasonw@acme.com,4
2025-07-09 12:51:13,mmyers@acme.com,5
2025-07-09 14:14:39,andrew_szabo@acme.com,5
2025-07-09 18:42:46,enricol@acme.com,5
2025-07-10 07:24:29,scottb@acme.com,4
2025-07-10 10:42:45,carld@acme.com,4
2025-07-11 09:55:09,helenb@acme.com,2
2025-07-11 17:24:58,mathewl@acme.com,2
2025-07-12 16:16:26,cayo_gonzalez@acme.com,5
2025-07-13 07:13:34,dheepan@acme.com,5
2025-07-13 17:48:35,donovan_chang@acme.com,5
2025-07-14 07:49:40,eliasr@acme.com,5
2025-07-14 19:08:01,megan_faller@acme.com,4
2025-07-15 10:01:13,lei-mingn@acme.com,4
2025-07-15 16:05:52,jcockel@acme.com,4
2025-07-22 09:55:32,mcorleone@acme.com,3
2025-08-01 17:16:55,vincentv@acme.com,3
2025-08-15 12:28:20,aheitzman@acme.com,2
2025-08-16 18:38:53,bmiller@acme.com,3
2025-08-17 18:45:04,max_cady@acme.com,3
2025-08-18 18:59:30,rwalker@acme.com,5
2025-08-19 09:11:25,sshields@acme.com,5
2025-08-23 09:17:26,michellec@acme.com,4
2025-08-23 09:19:36,lisa_lunquist@acme.com,5
2025-08-23 09:57:08,bkhemmich@acme.com,5
2025-08-23 16:46:00,ahitchcock@acme.com,4
2025-08-25 07:57:55,roxana_goyal@acme.com,5
2025-08-25 13:38:48,rose_ivey@acme.com,3
2025-08-25 15:09:17,lowanmb@acme.com,1
2025-09-02 14:00:48,adils@acme.com,4
2025-09-06 11:32:16,rick_clayton@acme.com,4
2025-09-12 14:10:13,maruk_fraval@acme.com,2
2025-09-20 11:54:29,amyd@acme.com,5
2025-09-28 13:48:03,cstrong@acme.com,4
2025-09-29 08:54:19,kamrins@acme.com,4
2025-09-29 11:59:52,qrarrick@acme.com,4
2025-09-29 14:04:27,joe_smith@acme.com,4
2025-09-29 17:28:35,tyrone_steans@acme.com,4
2025-09-30 12:47:30,kramer_keatts@acme.com,4
2025-09-30 15:52:23,smaclennan@acme.com,4
2025-09-30 15:53:10,nbarton@acme.com,5
2025-10-01 08:38:00,jonque@acme.com,4
2025-10-01 08:47:21,aforrest@acme.com,3
2025-10-01 15:31:05,sterry@acme.com,2
2025-10-01 18:12:25,dallasl@acme.com,2
2025-10-02 12:17:49,sam_athwal@acme.com,4
2025-10-02 12:51:00,pgosciminski@acme.com,3
2025-10-03 07:29:10,colleen_zima@acme.com,5
2025-10-03 10:33:29,noris@acme.com,5
2025-10-03 13:50:41,adelarge@acme.com,4
2025-10-03 14:54:34,aosturnka@acme.com,3
2025-10-03 16:31:12,evelyng@acme.com,3
2025-10-05 08:52:24,ketsia_liebig@acme.com,4
2025-10-05 11:44:52,bchace@acme.com,5
2025-10-05 12:54:10,anitas@acme.com,3
2025-10-05 15:53:34,hjacobi@acme.com,5
2025-10-06 08:20:43,jbuccheri@acme.com,2
2025-10-06 18:49:25,hang_wolk@acme.com,5
2025-10-07 11:36:37,ccierpiszewski@acme.com,5
2025-10-08 10:06:43,kspirea@acme.com,4
2025-10-30 17:39:57,mia_brown@acme.com,4
2025-11-08 08:44:05,mjackson@acme.com,4
2025-11-09 19:06:34,georgej@acme.com,4
2025-11-10 11:20:52,knowlan@acme.com,5
2025-11-10 15:12:24,adells@acme.com,3
2025-11-11 08:41:18,josephineb@acme.com,5
2025-11-11 18:17:49,bradp@acme.com,1
2025-11-11 18:43:49,erasumus_monkfish@acme.com,1
2025-11-12 10:19:16,colbya@acme.com,5
2025-11-12 13:07:02,ddavis@acme.com,2
2025-11-12 16:29:20,sandram@acme.com,5
2025-11-13 11:28:18,debbiem@acme.com,3
2025-11-13 13:28:03,ann_daniele@acme.com,5
2025-11-15 08:21:48,ncross@acme.com,2
2025-11-15 15:29:35,hector_barbossa@acme.com,3
2025-11-15 16:59:19,jyoti_lajiri@acme.com,5
2025-11-16 11:36:13,ssmith@acme.com,2
2025-11-17 08:35:39,judith_carabbio@acme.com,5
2025-11-17 10:52:05,jean_engdahl@acme.com,5
2025-11-17 11:28:40,sheniceg@acme.com,5
2025-11-17 18:09:29,tpetrowsky@acme.com,4
2025-11-18 13:05:58,earnest_hankard@acme.com,4
2025-11-30 08:49:22,joanneh@acme.com,3
2025-12-05 13:23:31,hrivera@acme.com,5
2026-01-05 14:59:33,noellej@acme.com,2
2026-01-06 08:59:13,arose@acme.com,3
2026-01-06 12:26:41,tsullivan@acme.com,4
2026-01-06 14:46:56,tozark@acme.com,5
2026-01-07 09:35:32,mariag@acme.com,3
2026-01-07 12:21:10,brandon_leblanc@acme.com,5
2026-01-08 07:25:04,snehaj@acme.com,5
2026-01-08 10:18:13,lmahoney@acme.com,2
2026-01-08 11:25:03,lily_dinocco@acme.com,3
2026-01-08 13:43:52,lindad@acme.com,4
2026-01-09 09:52:10,nsadki@acme.com,5
2026-01-09 12:29:15,lcornett@acme.com,5
2026-01-09 18:42:05,kdel_bosque@acme.com,4
2026-01-10 12:50:08,lfidelia@acme.com,4
2026-01-11 09:36:25,landerson@acme.com,5
2026-01-11 10:06:32,edougall@acme.com,5
2026-01-11 10:48:41,afoster-baker@acme.com,1
2026-01-11 12:19:30,broehrich@acme.com,2
2026-01-11 15:11:44,sandy_mckenna@acme.com,2
2026-01-12 11:19:53,jack_torrence@acme.com,4
2026-01-12 12:17:41,alejandro_bacong@acme.com,4
2026-01-12 12:28:26,ksimard@acme.com,2
2026-01-12 13:05:46,kissys@acme.com,3
2026-01-12 15:36:11,vito_corleone@acme.com,5
2026-01-12 16:02:00,wlarotonda@acme.com,5
2026-01-13 07:55:52,louisp@acme.com,4
2026-01-13 07:57:07,talagbe@acme.com,4
2026-01-14 08:12:52,barbarams@acme.com,5
2026-01-14 08:51:49,pmoran@acme.com,5
2026-01-14 09:50:32,xpotts@acme.com,5
2026-01-14 11:12:29,john_kretschmer@acme.com,2
2026-01-16 15:54:42,edriver@acme.com,5
2026-01-23 16:53:45,sroup@acme.com,4
2026-01-26 09:49:29,llindsay@acme.com,3
2026-01-30 13:24:50,ccandie@acme.com,2
2026-02-16 07:47:36,allison_lydon@acme.com,5
2026-02-16 11:54:45,myriamg@acme.com,4
2026-02-18 16:13:19,clintono@acme.com,4
2026-02-18 16:22:51,ricks@acme.com,4
2026-02-19 16:16:39,nfancett@acme.com,4
2026-02-20 08:50:35,lorir@acme.com,5
2026-02-21 07:16:41,bknapp@acme.com,1
2026-02-21 12:48:59,peterm@acme.com,2
2026-02-22 09:12:15,tanya_morway@acme.com,1
2026-02-23 11:53:39,francesco_barone@acme.com,3
2026-02-23 12:02:21,bonalynb@acme.com,2
2026-02-23 13:47:13,jeanettet@acme.com,4
2026-02-23 18:27:14,meit@acme.com,5
2026-02-24 16:35:52,jhudson@acme.com,5
2026-02-25 17:50:32,jenna_dietrich@acme.com,1
2026-02-27 17:13:39,taylors@acme.com,1
2026-03-07 14:50:17,fkreuger@acme.com,4
2026-03-08 10:46:47,noahv@acme.com,1
2026-03-09 08:36:43,jburke@acme.com,4
2026-03-30 10:12:49,amon_goeth@acme.com,5
2026-03-31 16:17:39,fcostello@acme.com,2
2026-03-31 16:58:42,jayne_horton@acme.com,5
2026-03-31 18:54:46,raul_garcia@acme.com,5
2026-04-01 09:25:06,bobaf@acme.com,3
2026-04-01 14:58:10,bcarthy@acme.com,5
2026-04-01 18:10:23,sharin@acme.com,3
2026-04-02 07:52:19,miguele@acme.com,3
2026-04-02 17:38:25,seanb@acme.com,3
2026-04-03 17:37:52,mildredg@acme.com,5
2026-04-05 07:12:04,rex_england@acme.com,2
2026-04-05 09:58:46,jumilt@acme.com,4
2026-04-05 10:53:13,jzhou@acme.com,1
2026-04-06 08:01:37,jennifer_medeiros@acme.com,5
2026-04-06 10:00:29,lynn_o'hare@acme.com,1
2026-04-06 15:11:44,swarfield@acme.com,4
2026-04-06 15:48:16,courtneyb@acme.com,5
2026-04-07 09:24:26,michael_carey@acme.com,2
2026-04-07 12:43:23,denisa_dobrin@acme.com,4
2026-04-08 11:44:58,shana_petingill@acme.com,5
2026-04-08 13:31:25,benjaminb@acme.com,5
2026-04-08 17:13:33,dawn_motlagh@acme.com,4
2026-04-10 15:05:58,jzamora@acme.com,5
2026-04-10 17:19:45,brossetti@acme.com,5
2026-04-11 12:48:15,diannab@acme.com,2
2026-04-19 15:33:13,jasonf@acme.com,5
2026-04-28 11:39:01,amyd@acme.com,3
2026-05-01 15:07:58,gleruth@acme.com,3
2026-05-05 12:19:28,nans@acme.com,4
2026-05-06 11:26:48,lynn_daneault@acme.com,5
2026-05-08 10:52:28,debra_houlihan@acme.com,3
2026-05-08 11:27:09,lisag@acme.com,2
2026-05-13 11:18:44,kara_harrison@acme.com,3
2026-05-13 12:16:48,luisam@acme.com,3
2026-05-14 07:43:18,rmanchester@acme.com,4
2026-05-14 10:32:20,richardn@acme.com,5
2026-05-14 12:34:31,linc@acme.com,4
2026-05-15 07:20:10,normans@acme.com,2
2026-05-15 12:32:58,kren@acme.com,3
2026-05-17 13:44:15,nfernandes@acme.com,5
2026-05-17 14:42:05,barbarag@acme.com,4
2026-05-18 10:38:33,mpower@acme.com,4
2026-05-18 15:31:02,barbara_sutwell@acme.com,5
2026-05-19 08:02:51,geoffd@acme.com,3
2026-05-19 11:19:05,susang@acme.com,2
2026-05-19 15:35:54,hlecter@acme.com,1
2026-05-20 08:36:24,anton_chigurh@acme.com,5
2026-05-20 17:58:42,malikim@acme.com,5
2026-05-21 08:59:22,johns@acme.com,5
2026-06-02 19:02:20,shana_maurice@acme.com,4
2026-06-05 10:53:43,egray@acme.com,3
2026-06-06 08:25:25,jhunts@acme.com,5
2026-06-09 13:26:43,rosalieh@acme.com,4
2026-06-10 11:38:56,julias@acme.com,5
